FUND,DATE,COMPANY_NAME,TOTAL_SHARES,CHANGES_IN_SHARE,MARKET_CAP,PRICE,PRICE_50D_MOVING_AVERAGE,PRICE_200D_MOVING_AVERAGE
Global Cross Asset Fund,2020-02-12,"Samsung Electronics Co., Ltd.",87294,-1482,823939236,893,640,853
European High Yield Bond Fund,2017-11-09,Gazprom PJSC,281361,-2428,939217483,176,108,82
Community Savings Bond Fund,2018-04-27,Petróleo Brasileiro SA,279648,2648,915621027,342,969,863
Impact Credit Strategies Fund,2022-05-16,Industrial & Commercial Bank of China Ltd.,461959,-747,433103506,88,747,405
Target Maturity 2029 Bond Fund,2021-01-30,"PetroChina Co., Ltd.",699304,-938,243077441,613,63,47
Equity Diversified Selection Fund,2019-02-11,"Taiwan Semiconductor Manufacturing Co., Ltd.",241554,-587,548205348,239,430,190
Community Savings Bond Fund,2021-07-22,Tencent Holdings Ltd.,846590,-4252,928702537,555,424,295
Impact Credit Strategies Fund,2020-02-12,Shell Plc,306053,1168,209424687,402,398,421
Global Cross Asset Fund,2018-05-04,TotalEnergies SE,690072,1553,116205239,398,136,682
Fixed Maturity 2025 Bond Fund,2018-12-27,Comcast Corp.,66805,1135,774978860,619,812,986
European High Yield Bond Fund,2021-06-17,Reliance Industries Ltd.,628387,2374,302892743,391,480,612
Equity Diversified Selection Fund,2020-06-04,Comcast Corp.,87745,-4525,422540156,278,645,966
Impact Credit Strategies Fund,2022-07-13,Industrial & Commercial Bank of China Ltd.,745913,-613,806239227,846,85,573
Sustainable Retail Fund,2017-11-04,Mercedes-Benz Group AG,911099,3205,856566844,637,543,854
Global Cross Asset Fund,2017-07-10,Saudi Arabian Oil Co.,722027,1937,684785906,781,445,85
International Fixed Duration Fund,2021-05-03,"AbbVie, Inc.",194634,3407,343789398,265,679,685
International Fixed Duration Fund,2020-05-28,"AbbVie, Inc.",992859,2729,989515791,788,939,876
Fixed Maturity 2025 Bond Fund,2020-09-14,"Taiwan Semiconductor Manufacturing Co., Ltd.",813932,-1892,225752552,397,905,919
Global Short Term Credit Fund,2019-06-18,Industrial & Commercial Bank of China Ltd.,158746,1498,470852586,535,266,191
Fixed Maturity 2025 Bond Fund,2019-10-23,"UnitedHealth Group, Inc.",653976,1642,215063345,322,229,62
Fixed Maturity 2025 Bond Fund,2021-09-12,"Taiwan Semiconductor Manufacturing Co., Ltd.",378316,4878,958064315,823,611,977
Target Maturity 2029 Bond Fund,2021-01-01,"Samsung Electronics Co., Ltd.",62689,-3742,678507284,212,106,57
Community Savings Bond Fund,2020-04-11,Reliance Industries Ltd.,729874,-1724,446222620,584,454,525
Community Savings Bond Fund,2020-08-07,TotalEnergies SE,642590,1035,37190980,754,186,688
Global Cross Asset Fund,2017-04-20,Reliance Industries Ltd.,962430,-2717,695314422,573,776,976
Community Savings Bond Fund,2019-12-09,Bayerische Motoren Werke AG,465466,1317,817101613,804,241,271
Fixed Maturity 2027 Bond Fund,2017-07-21,TotalEnergies SE,351161,1731,799862959,429,796,860
Community Savings Bond Fund,2022-09-08,Pfizer Inc.,532927,-4297,112788763,801,860,738
Community Savings Bond Fund,2020-08-16,Gazprom PJSC,488103,-1563,410410080,133,648,118
Sustainable Retail Fund,2018-01-08,Tencent Holdings Ltd.,339204,342,134999294,15,115,863
Target Maturity 2029 Bond Fund,2020-03-18,Deutsche Telekom AG,187007,-3670,435463822,161,147,970
Community Savings Bond Fund,2022-04-06,Saudi Arabian Oil Co.,821282,-2733,691848961,848,999,60
Sustainable Retail Fund,2018-06-20,Reliance Industries Ltd.,406315,-3748,324000619,578,346,107
Target Maturity 2029 Bond Fund,2020-12-08,"Verizon Communications, Inc.",810018,-3838,382748375,58,23,415
Sustainable Retail Fund,2018-07-06,Saudi Arabian Oil Co.,440642,-2142,595477342,795,365,306
Community Savings Bond Fund,2018-04-20,"PetroChina Co., Ltd.",682907,300,28573952,838,903,894
Sustainable Retail Fund,2022-05-08,Petróleo Brasileiro SA,330776,-4525,972233167,75,863,358
Global Short Term Credit Fund,2020-10-11,Saudi Arabian Oil Co.,586737,-3750,244544935,473,594,282
Global Cross Asset Fund,2021-03-15,"AbbVie, Inc.",287028,-93,301513691,95,510,893
Equity Diversified Selection Fund,2021-04-13,TotalEnergies SE,863117,3596,541012496,137,42,722
Sustainable Retail Fund,2017-06-09,Shell Plc,916038,-1584,152018484,564,631,214
International Fixed Duration Fund,2017-05-14,TotalEnergies SE,191928,-3706,456680478,61,552,146
Target Maturity 2029 Bond Fund,2018-07-28,Mercedes-Benz Group AG,510032,-2542,31027168,323,275,569
Global Cross Asset Fund,2022-04-21,Deutsche Telekom AG,386760,1761,530495853,289,191,140
Fixed Maturity 2025 Bond Fund,2020-07-26,Gazprom PJSC,469656,3417,733131839,619,669,85
Impact Credit Strategies Fund,2019-07-10,"AbbVie, Inc.",882267,-4297,570404333,640,114,678
Impact Credit Strategies Fund,2019-06-23,China Mobile Ltd.,195452,-329,507251358,564,562,363
Target Maturity 2029 Bond Fund,2017-07-26,Mercedes-Benz Group AG,780037,-3282,515648414,727,701,595
Fixed Maturity 2027 Bond Fund,2019-04-11,"AT&T, Inc.",864770,-4273,38359155,518,363,440
Equity Diversified Selection Fund,2021-05-30,Gazprom PJSC,522669,4258,441079971,151,665,833
Community Savings Bond Fund,2021-01-20,TotalEnergies SE,186625,-868,758981429,614,555,48
Sustainable Retail Fund,2018-04-15,Pfizer Inc.,340145,1850,744494077,25,726,823
Fixed Maturity 2025 Bond Fund,2021-01-29,Comcast Corp.,203441,2643,554536769,275,963,61
Fixed Maturity 2025 Bond Fund,2021-11-14,Saudi Arabian Oil Co.,645268,-2541,306098350,724,992,931
Impact Credit Strategies Fund,2019-12-31,"AT&T, Inc.",534141,-3025,375937967,365,564,932
Global Short Term Credit Fund,2018-06-08,Reliance Industries Ltd.,842848,2444,723532645,946,72,283
Global Short Term Credit Fund,2020-09-21,Pfizer Inc.,970390,3797,670749639,701,185,620
Impact Credit Strategies Fund,2020-05-13,Deutsche Telekom AG,575229,-2015,283227620,508,986,955
Global Short Term Credit Fund,2018-01-27,Comcast Corp.,689493,2461,941298325,930,595,769
Fixed Maturity 2027 Bond Fund,2021-04-12,TotalEnergies SE,40985,3825,169879843,291,292,334
Impact Credit Strategies Fund,2021-05-22,"UnitedHealth Group, Inc.",677271,-449,194493556,335,55,451
Global Short Term Credit Fund,2018-09-12,"Samsung Electronics Co., Ltd.",146278,1212,385797549,241,700,351
Community Savings Bond Fund,2022-06-04,China Mobile Ltd.,183081,-2768,177495958,50,323,105
Sustainable Retail Fund,2022-07-16,Pfizer Inc.,96438,-1697,936797286,257,760,776
Fixed Maturity 2025 Bond Fund,2022-09-01,Reliance Industries Ltd.,661968,1216,186099751,491,219,259
Target Maturity 2029 Bond Fund,2022-05-18,Sony Group Corp.,331045,2104,602466789,595,664,304
International Fixed Duration Fund,2021-02-27,"AT&T, Inc.",780092,-2021,306775523,482,542,168
European High Yield Bond Fund,2018-08-15,Bayerische Motoren Werke AG,644337,-1244,20486852,823,285,895
Fixed Maturity 2025 Bond Fund,2021-08-29,Deutsche Telekom AG,621904,-3537,987112268,670,224,873
Target Maturity 2029 Bond Fund,2017-05-14,Petróleo Brasileiro SA,195513,-2581,726595692,328,475,14
European High Yield Bond Fund,2018-06-06,TotalEnergies SE,399397,1585,10925006,338,726,407
Community Savings Bond Fund,2019-11-24,Comcast Corp.,806714,-697,995784014,343,605,326
Sustainable Retail Fund,2019-01-23,Bayerische Motoren Werke AG,574094,337,161930161,478,532,848
Global Short Term Credit Fund,2022-06-26,"AbbVie, Inc.",258408,4799,896267218,802,116,390
Fixed Maturity 2027 Bond Fund,2019-10-23,TotalEnergies SE,239622,4713,466054504,186,971,768
Equity Diversified Selection Fund,2021-02-18,Deutsche Telekom AG,866407,-2358,955390306,543,514,382
Target Maturity 2029 Bond Fund,2020-07-27,Tencent Holdings Ltd.,341722,1567,793682032,81,307,125
Global Short Term Credit Fund,2019-01-05,Reliance Industries Ltd.,669219,1022,173021484,920,778,422
Sustainable Retail Fund,2021-10-01,"UnitedHealth Group, Inc.",851367,-320,949393348,462,350,541
Sustainable Retail Fund,2020-06-13,"Taiwan Semiconductor Manufacturing Co., Ltd.",556855,-1184,73088609,559,409,654
Global Cross Asset Fund,2018-04-20,"UnitedHealth Group, Inc.",864608,-4151,201919898,289,286,814
Global Short Term Credit Fund,2022-01-31,Petróleo Brasileiro SA,439838,-2259,111828669,214,901,585
International Fixed Duration Fund,2020-12-24,Pfizer Inc.,565279,-870,887413429,691,296,940
Equity Diversified Selection Fund,2022-06-18,Tencent Holdings Ltd.,110547,-23,306417480,639,112,65
International Fixed Duration Fund,2017-08-27,Industrial & Commercial Bank of China Ltd.,638747,-2245,462400138,94,288,427
Community Savings Bond Fund,2019-04-10,Saudi Arabian Oil Co.,209227,117,829452611,541,787,772
Community Savings Bond Fund,2019-05-20,Gazprom PJSC,853620,3436,445320255,432,592,755
Sustainable Retail Fund,2019-04-25,"UnitedHealth Group, Inc.",525307,4239,772420716,382,949,988
Global Short Term Credit Fund,2020-03-06,TotalEnergies SE,623181,3030,687922814,967,370,87
Impact Credit Strategies Fund,2020-02-07,"UnitedHealth Group, Inc.",377399,1811,884397799,945,73,605
Target Maturity 2029 Bond Fund,2018-05-17,Shell Plc,973178,-2706,31784001,242,273,662
Sustainable Retail Fund,2017-08-18,Saudi Arabian Oil Co.,125226,2589,104352847,568,390,934
European High Yield Bond Fund,2019-12-09,Comcast Corp.,611943,-820,624538934,753,621,393
Global Cross Asset Fund,2017-10-30,Industrial & Commercial Bank of China Ltd.,261089,2792,904145375,855,484,736
Sustainable Retail Fund,2020-07-12,Shell Plc,248782,-2299,713691809,18,339,621
Global Short Term Credit Fund,2022-09-30,"Taiwan Semiconductor Manufacturing Co., Ltd.",965038,-3791,207012513,91,511,230
Impact Credit Strategies Fund,2019-05-26,Gazprom PJSC,431007,343,602057301,828,933,513
Sustainable Retail Fund,2022-12-08,"AbbVie, Inc.",247894,637,37245191,231,659,131
Impact Credit Strategies Fund,2018-07-30,Comcast Corp.,520474,2682,748495547,676,267,874
Impact Credit Strategies Fund,2017-07-07,Shell Plc,631107,-4939,254741832,20,991,637
Fixed Maturity 2025 Bond Fund,2022-05-11,Bayerische Motoren Werke AG,21303,4495,531789125,720,890,820
Sustainable Retail Fund,2017-02-06,"AbbVie, Inc.",93879,4426,260317165,858,336,457
Fixed Maturity 2025 Bond Fund,2021-06-29,Sony Group Corp.,898115,2356,101399282,121,333,778
Fixed Maturity 2027 Bond Fund,2022-01-09,"PetroChina Co., Ltd.",314272,3635,290363278,943,922,510
International Fixed Duration Fund,2019-08-28,"AT&T, Inc.",84122,1956,806901739,942,402,554
European High Yield Bond Fund,2019-01-03,Deutsche Telekom AG,183949,-3673,364133679,511,767,637
International Fixed Duration Fund,2021-06-05,Pfizer Inc.,897464,2762,210971036,14,803,323
Target Maturity 2029 Bond Fund,2020-11-29,"PetroChina Co., Ltd.",893804,-2540,422412765,505,848,139
Impact Credit Strategies Fund,2019-09-16,Mercedes-Benz Group AG,44204,-3183,736588511,47,373,263
Fixed Maturity 2025 Bond Fund,2021-05-16,"PetroChina Co., Ltd.",139176,4199,672812505,179,843,763
Target Maturity 2029 Bond Fund,2018-11-30,Sony Group Corp.,328634,-1400,115838044,858,449,859
Fixed Maturity 2025 Bond Fund,2020-10-25,Bayerische Motoren Werke AG,626317,4651,542607962,978,619,661
Fixed Maturity 2027 Bond Fund,2017-11-09,"AT&T, Inc.",279118,-4860,857224186,811,32,13
International Fixed Duration Fund,2019-02-13,Deutsche Telekom AG,81559,-4278,205360105,766,696,738
International Fixed Duration Fund,2019-10-05,Shell Plc,738466,4305,296274670,697,739,206
Fixed Maturity 2025 Bond Fund,2018-06-20,Shell Plc,47039,-1431,337073383,699,699,992
European High Yield Bond Fund,2022-12-29,"AbbVie, Inc.",114083,-4690,664231217,348,430,109
Fixed Maturity 2025 Bond Fund,2019-02-12,TotalEnergies SE,321723,631,185598992,706,304,609
Fixed Maturity 2027 Bond Fund,2020-10-07,Saudi Arabian Oil Co.,428864,2745,899174968,512,201,338
Sustainable Retail Fund,2019-07-25,Mercedes-Benz Group AG,505455,-457,848107111,515,244,576
Global Short Term Credit Fund,2022-07-31,Reliance Industries Ltd.,169650,2092,436527242,363,908,665
European High Yield Bond Fund,2021-11-24,Tencent Holdings Ltd.,577302,2976,193012674,867,661,655
Fixed Maturity 2027 Bond Fund,2017-05-13,Intel Corp.,548073,3195,471402833,219,440,231
Community Savings Bond Fund,2018-01-14,"AT&T, Inc.",80322,-2963,377914859,783,470,957
Global Short Term Credit Fund,2019-04-05,"AT&T, Inc.",286201,-2393,401554545,783,783,393
International Fixed Duration Fund,2022-11-17,"AbbVie, Inc.",491989,2388,826620983,406,832,606
Fixed Maturity 2025 Bond Fund,2018-03-28,"Taiwan Semiconductor Manufacturing Co., Ltd.",341011,3989,867276868,510,232,266
Impact Credit Strategies Fund,2020-02-24,Mercedes-Benz Group AG,559178,4219,755797945,506,419,539
Community Savings Bond Fund,2019-10-09,"Samsung Electronics Co., Ltd.",321329,-4068,187538550,917,907,598
Fixed Maturity 2025 Bond Fund,2017-03-26,Shell Plc,84342,-3148,780700307,68,967,743
Fixed Maturity 2027 Bond Fund,2017-07-16,"PetroChina Co., Ltd.",149784,4072,99772182,424,783,835
Fixed Maturity 2025 Bond Fund,2022-11-14,Comcast Corp.,744235,96,961288262,234,153,348
Global Cross Asset Fund,2018-02-10,Industrial & Commercial Bank of China Ltd.,595130,3289,353663452,558,28,52
Target Maturity 2029 Bond Fund,2022-08-27,TotalEnergies SE,757154,3851,242141971,107,487,346
Fixed Maturity 2025 Bond Fund,2017-06-26,Shell Plc,76763,3957,283186031,85,872,990
Target Maturity 2029 Bond Fund,2018-04-10,Bayerische Motoren Werke AG,971668,4981,266550500,443,420,802
Equity Diversified Selection Fund,2021-09-07,Deutsche Telekom AG,705803,2008,196799285,598,821,569
Impact Credit Strategies Fund,2020-12-10,Sony Group Corp.,477271,4792,973567601,974,766,745
European High Yield Bond Fund,2019-01-02,"Samsung Electronics Co., Ltd.",6038,4463,50230392,195,223,253
Fixed Maturity 2027 Bond Fund,2017-03-09,Petróleo Brasileiro SA,766719,521,570243392,539,391,768
Global Cross Asset Fund,2017-01-09,"Samsung Electronics Co., Ltd.",404094,-1579,625785643,873,635,821
Community Savings Bond Fund,2017-07-10,Comcast Corp.,376349,-3109,607611711,150,215,561
Global Cross Asset Fund,2018-11-09,Intel Corp.,382350,2812,811500688,626,965,465
Fixed Maturity 2025 Bond Fund,2022-05-25,Gazprom PJSC,626777,-1773,146444925,101,113,732
Equity Diversified Selection Fund,2018-06-27,Intel Corp.,616225,1540,46999448,233,229,961
Community Savings Bond Fund,2020-05-23,Shell Plc,432488,-4694,470931735,351,888,274
Community Savings Bond Fund,2020-05-02,Tencent Holdings Ltd.,984549,2347,692848654,839,313,901
Fixed Maturity 2025 Bond Fund,2020-07-24,"AbbVie, Inc.",956832,-4090,633013589,11,105,874
Equity Diversified Selection Fund,2021-05-22,Sony Group Corp.,477067,-4965,384589775,560,966,976
Community Savings Bond Fund,2017-09-20,Sony Group Corp.,444328,-789,976160223,863,670,153
European High Yield Bond Fund,2017-08-26,Industrial & Commercial Bank of China Ltd.,93552,-4497,72331089,14,189,724
European High Yield Bond Fund,2019-09-12,TotalEnergies SE,506249,4181,768562194,896,758,57
Impact Credit Strategies Fund,2021-10-17,Tencent Holdings Ltd.,905830,-139,529852447,943,163,750
Sustainable Retail Fund,2017-11-24,"AbbVie, Inc.",580979,-1423,865367799,151,653,802
Target Maturity 2029 Bond Fund,2018-10-19,"Verizon Communications, Inc.",516286,65,609093047,956,828,995
Sustainable Retail Fund,2021-04-04,Bayerische Motoren Werke AG,47747,-1516,974961012,616,998,145
Community Savings Bond Fund,2022-02-21,Mercedes-Benz Group AG,800483,4326,898223146,606,539,994
Target Maturity 2029 Bond Fund,2020-07-29,Industrial & Commercial Bank of China Ltd.,422088,-3474,208187967,905,542,184
European High Yield Bond Fund,2019-03-18,"AbbVie, Inc.",580438,2838,736494344,384,197,185
Community Savings Bond Fund,2021-07-14,"Samsung Electronics Co., Ltd.",500405,-2055,201158869,534,666,542
Global Cross Asset Fund,2020-08-10,Shell Plc,914591,-1876,719285937,430,184,231
Target Maturity 2029 Bond Fund,2018-01-03,Petróleo Brasileiro SA,322865,3699,550908734,220,548,261
Fixed Maturity 2025 Bond Fund,2020-03-10,"UnitedHealth Group, Inc.",446149,4323,558143307,962,216,796
Global Short Term Credit Fund,2019-07-22,"AbbVie, Inc.",648806,-2726,508948939,512,699,485
Fixed Maturity 2027 Bond Fund,2018-08-20,"Verizon Communications, Inc.",7816,201,705684055,710,433,623
Fixed Maturity 2025 Bond Fund,2017-08-18,Mercedes-Benz Group AG,367649,3487,396809933,260,826,661
Equity Diversified Selection Fund,2019-10-04,"AT&T, Inc.",61188,-3181,783090307,385,39,989
International Fixed Duration Fund,2017-12-20,"AbbVie, Inc.",232048,-2497,13568071,896,961,188
Impact Credit Strategies Fund,2021-10-19,"UnitedHealth Group, Inc.",899261,4328,722542064,110,843,261
Equity Diversified Selection Fund,2019-07-15,Bayerische Motoren Werke AG,520208,-2473,771783357,609,241,494
Global Cross Asset Fund,2017-04-30,Pfizer Inc.,488245,1353,887926296,335,895,79
European High Yield Bond Fund,2021-10-27,Tencent Holdings Ltd.,850861,1223,726172378,213,929,858
Community Savings Bond Fund,2018-03-26,"Samsung Electronics Co., Ltd.",886028,-2836,769443826,96,356,898
European High Yield Bond Fund,2017-12-12,"UnitedHealth Group, Inc.",42128,-412,222963364,837,451,438
Global Short Term Credit Fund,2017-11-30,"AbbVie, Inc.",974256,-4601,93197962,819,671,432
European High Yield Bond Fund,2020-01-08,Saudi Arabian Oil Co.,430233,-2274,849488744,849,425,232
Impact Credit Strategies Fund,2022-02-24,"AT&T, Inc.",152958,-492,244140601,264,841,973
Global Cross Asset Fund,2021-02-07,TotalEnergies SE,788613,-3714,143152336,706,84,652
Equity Diversified Selection Fund,2018-10-23,Industrial & Commercial Bank of China Ltd.,661414,1350,108150285,155,251,308
Global Short Term Credit Fund,2018-11-22,Pfizer Inc.,170777,1016,910878809,467,61,871
Impact Credit Strategies Fund,2019-07-21,Deutsche Telekom AG,701162,1591,89693939,579,371,231
Equity Diversified Selection Fund,2018-08-26,Comcast Corp.,247728,3111,792234339,805,641,786
Impact Credit Strategies Fund,2018-04-15,"PetroChina Co., Ltd.",612992,4402,675671485,867,641,114
Fixed Maturity 2025 Bond Fund,2021-01-02,Bayerische Motoren Werke AG,21265,-3692,185286505,316,239,193
Fixed Maturity 2025 Bond Fund,2022-10-23,"Verizon Communications, Inc.",488644,-187,734191179,959,908,536
Impact Credit Strategies Fund,2019-08-24,Reliance Industries Ltd.,831968,1921,955926638,820,970,743
Fixed Maturity 2027 Bond Fund,2017-05-11,Pfizer Inc.,97575,-2469,793689848,971,531,448
Global Short Term Credit Fund,2019-09-06,"UnitedHealth Group, Inc.",858480,-3113,557494801,819,315,409
Sustainable Retail Fund,2017-05-17,Deutsche Telekom AG,468568,2745,372648696,296,696,53
Global Cross Asset Fund,2020-04-13,Comcast Corp.,455543,-1343,684951680,872,259,682
Target Maturity 2029 Bond Fund,2022-04-08,"AT&T, Inc.",61488,-2330,497787370,885,856,235
Impact Credit Strategies Fund,2018-04-03,Pfizer Inc.,722914,-4834,339316481,365,395,728
Global Short Term Credit Fund,2020-07-27,Pfizer Inc.,181884,-125,804595884,355,84,989
Equity Diversified Selection Fund,2017-04-18,Petróleo Brasileiro SA,96950,2413,485717425,933,816,326
Global Short Term Credit Fund,2018-11-02,"AT&T, Inc.",612929,3946,687167066,853,424,538
European High Yield Bond Fund,2017-07-14,China Mobile Ltd.,145351,1045,455333002,771,866,462
