FUND,DATE,COMPANY_NAME,TOTAL_SHARES,CHANGES_IN_SHARE,MARKET_CAP,PRICE,PRICE_50D_MOVING_AVERAGE,PRICE_200D_MOVING_AVERAGE
Fixed Maturity 2027 Bond Fund,2018-10-15,Volkswagen AG,670091,5680,167966382.7,721.3,520.55,285.3
Sustainable Retail Fund,2021-10-16,"Beyond Meat, Inc.",745521,-6651,196970004.68,106.39,451.68,401.12
Global Short Term Credit Fund,2021-01-18,JPMorgan Chase & Co.,97868,-68,94050455.71,911.15,171.92,529.9
Global Cross Asset Fund,2020-02-16,Johnson & Johnson,782746,-5556,493786722.42,871.73,977.82,168.78
Sustainable Retail Fund,2017-04-09,"Beyond Meat, Inc.",511010,-6149,165944532.31,417.4,574.82,377.59
Global Short Term Credit Fund,2018-01-18,HSBC Holdings Plc,891198,-7947,410634403.38,817.69,998.66,726.66
Target Maturity 2029 Bond Fund,2020-10-17,"Apple, Inc.",608037,5662,472393749.73,59.71,506.81,649.29
Fixed Maturity 2027 Bond Fund,2017-03-20,Toyota Motor Corp.,612114,7006,182074365.19,803.89,139.51,707.27
Subordinated Financials Fund,2022-05-25,Morgan Stanley,553561,-7295,59544033.93,701.3,556.17,475.17
International Fixed Duration Fund,2020-08-18,Ping An Insurance (Group) Co. of China Ltd.,843290,4001,196345077.11,814.35,364.89,797.62
Fixed Maturity 2025 Bond Fund,2017-12-25,Exxon Mobil Corp.,918977,5204,20815640.23,780.99,768.34,105.94
Fixed Maturity 2027 Bond Fund,2020-07-10,Volkswagen AG,610880,-3267,144875763.85,203.55,991.1,585.08
Impact Credit Strategies Fund,2019-08-05,"First Solar, Inc.",658075,-2944,134372764.5,81.62,949.09,369.43
Global Short Term Credit Fund,2017-07-17,HSBC Holdings Plc,708828,9078,151073497.35,787.51,762.52,741.41
Global Short Term Credit Fund,2019-02-09,Bank of America Corp.,529948,-2966,401895293.19,666.43,228.54,693.21
Fixed Maturity 2027 Bond Fund,2021-07-13,Ford Motor Co.,258566,5446,86157849.67,410.6,267.23,85.79
Fixed Maturity 2027 Bond Fund,2021-03-29,Ford Motor Co.,150986,9436,399154497.98,289.51,899.81,97.86
Impact Credit Strategies Fund,2017-11-17,Vestas Wind Systems A/S,643595,4305,364565586.49,390.79,763.93,920.47
Fixed Maturity 2027 Bond Fund,2018-11-25,Ford Motor Co.,605133,-8721,290744658.96,249.52,146.91,138.4
Fixed Maturity 2027 Bond Fund,2017-09-21,Toyota Motor Corp.,607733,-6051,237003877.48,445.41,618.74,115.25
Equity Diversified Selection Fund,2019-05-12,"Facebook, Inc.",608231,-4781,190570223.26,242.12,589.97,660.94
International Fixed Duration Fund,2019-06-05,Allianz SE,541286,-7418,419784267.58,80.22,681.72,515.68
Fixed Maturity 2027 Bond Fund,2021-09-12,Ford Motor Co.,600374,4772,326099665.8,716.04,539.32,519.34
Sustainable Retail Fund,2020-01-24,"The Hain Celestial Group, Inc.",470511,6408,276473829.7,399.63,14.06,324.88
Fixed Maturity 2025 Bond Fund,2022-08-22,Exxon Mobil Corp.,810758,-9878,67909019.9,928.88,467.29,285.03
Global Short Term Credit Fund,2022-12-29,JPMorgan Chase & Co.,209443,-7996,9734745.71,915.38,157.51,520.37
Sustainable Retail Fund,2019-12-22,"Beyond Meat, Inc.",772911,-9295,499801345.84,734.97,624.1,572.87
Community Savings Bond Fund,2019-02-11,Nestlé SA,116621,-7925,408610663.84,657.87,504.14,224.64
Equity Diversified Selection Fund,2022-12-06,Google LLC,89513,-9224,48158596.72,788.84,522.37,688.02
Subordinated Financials Fund,2020-08-29,Citigroup Inc.,657104,-648,9106364.14,423.66,806.7,603.6
Impact Credit Strategies Fund,2017-12-20,"SolarEdge Technologies, Inc.",402734,-4035,268609576.81,487.86,656.17,812.28
Global Short Term Credit Fund,2019-08-11,Bank of America Corp.,119623,2912,123645456.75,177.59,436.76,291.34
Community Savings Bond Fund,2022-11-19,Nestlé SA,637682,5486,122329747.58,576.51,61.77,355.99
Target Maturity 2029 Bond Fund,2021-07-15,Microsoft Corp.,812247,8724,62911090.24,17.58,961.75,588.97
Sustainable Retail Fund,2021-06-25,"Tesla, Inc.",659103,1739,131641181.25,726.86,389.38,453.77
Global Short Term Credit Fund,2017-08-06,JPMorgan Chase & Co.,41105,5533,415858990.55,215.83,511.95,428.52
Sustainable Retail Fund,2020-09-07,"Tesla, Inc.",748038,3654,153285377.43,540.53,734.95,576.05
Community Savings Bond Fund,2021-07-02,Nestlé SA,300861,-9225,28107066.68,25.98,391.2,93.77
Global Cross Asset Fund,2021-04-09,Johnson & Johnson,688298,8208,422320285.58,440.46,553.82,86.01
Impact Credit Strategies Fund,2020-01-22,"First Solar, Inc.",973169,-7432,18190487.74,399.56,243.42,519.38
Global Short Term Credit Fund,2018-02-18,Bank of America Corp.,303890,5615,48915223.47,791.5,769.39,943.03
Sustainable Retail Fund,2017-03-01,"Beyond Meat, Inc.",364762,8892,113275300.93,158.73,86.04,307.17
Subordinated Financials Fund,2022-03-02,Citigroup Inc.,772648,3414,82123026.1,365.19,318.66,581.67
Impact Credit Strategies Fund,2019-05-06,"SolarEdge Technologies, Inc.",802170,-1683,46840604.7,952.61,600.62,404.39
Community Savings Bond Fund,2020-05-01,Procter & Gamble Co.,524408,-7837,22670782.33,867.34,478.6,998.59
Target Maturity 2029 Bond Fund,2022-05-28,Microsoft Corp.,213639,4239,359091009.55,697.68,757.04,235.02
Fixed Maturity 2027 Bond Fund,2017-01-10,Ford Motor Co.,118371,-9145,129701493.07,848.4,884.28,285.08
International Fixed Duration Fund,2017-06-14,AXA SA,339157,-4627,152461847.63,766.86,87.2,929.87
Fixed Maturity 2025 Bond Fund,2021-07-30,BP Plc,585682,3632,411362210.89,923.71,545.53,990.04
Sustainable Retail Fund,2020-04-01,"Tesla, Inc.",604820,-8663,179502821.36,225.59,56.97,983.81
Community Savings Bond Fund,2021-07-24,Procter & Gamble Co.,718199,5645,172569783.06,774.01,117.82,635.41
Fixed Maturity 2027 Bond Fund,2017-10-31,Toyota Motor Corp.,424540,18,211053599.45,517.83,194.17,429.78
International Fixed Duration Fund,2019-01-11,Ping An Insurance (Group) Co. of China Ltd.,765196,4476,144569416.02,347.63,244.4,464.49
Community Savings Bond Fund,2018-09-26,Procter & Gamble Co.,797932,-8632,137626371.75,261.12,519.71,374.21
Impact Credit Strategies Fund,2019-06-30,Vestas Wind Systems A/S,231153,-238,73322782.67,414.98,830.43,383.56
Global Cross Asset Fund,2021-04-12,Alibaba Group Holding Ltd.,818926,-5900,278736417.22,83.85,569.41,675.47
Sustainable Retail Fund,2022-10-24,"The Hain Celestial Group, Inc.",426276,3018,295892033.3,11.84,276.56,106.45
Subordinated Financials Fund,2019-02-28,"Goldman Sachs Group, Inc.",252322,3194,34783661.04,569.47,746.86,344.62
Global Short Term Credit Fund,2020-03-04,JPMorgan Chase & Co.,73813,-3103,277979472.76,354.28,426.51,175.59
Fixed Maturity 2025 Bond Fund,2022-03-11,BP Plc,491643,-4337,308603929.96,523.54,768.19,932.75
International Fixed Duration Fund,2021-10-08,Ping An Insurance (Group) Co. of China Ltd.,982530,-724,86022707.4,333.7,477.12,914.96
International Fixed Duration Fund,2018-11-21,Allianz SE,869568,3917,63197458.87,860.34,283.7,322.31
International Fixed Duration Fund,2020-04-03,Allianz SE,753451,7183,96896540.56,486.78,337.15,353.58
Global Short Term Credit Fund,2022-11-28,Bank of America Corp.,702388,-2626,47961009.76,313.58,502.62,212.61
Global Cross Asset Fund,2018-02-08,Alibaba Group Holding Ltd.,378319,9816,121519311.83,490.08,862.12,251.55
Equity Diversified Selection Fund,2018-06-12,Google LLC,650292,-3429,460937900.84,948.66,42.06,984.94
Equity Diversified Selection Fund,2018-06-09,"Facebook, Inc.",671534,1359,150227988.35,209.9,580.68,279.71
Global Cross Asset Fund,2017-04-13,Alibaba Group Holding Ltd.,467091,-9103,254037024.08,147.87,594.65,591.47
Global Short Term Credit Fund,2017-07-05,Bank of America Corp.,709277,-551,203323831.51,603.63,63.4,853.44
Fixed Maturity 2025 Bond Fund,2022-01-14,BP Plc,186285,-4737,459755994.1,617.84,209.09,738.33
Target Maturity 2029 Bond Fund,2017-09-05,"Apple, Inc.",642548,2366,56383654.13,239.92,410.12,913.06
Subordinated Financials Fund,2017-09-18,Citigroup Inc.,307792,-1933,185251409.11,668.88,20.16,398.38
Global Cross Asset Fund,2018-09-21,Alibaba Group Holding Ltd.,317414,-7903,214132924.43,809.73,494.24,52.49
Equity Diversified Selection Fund,2020-03-15,"Netflix, Inc.",730245,-4260,97445357.71,125.45,487.8,705.88
Fixed Maturity 2027 Bond Fund,2017-09-21,Volkswagen AG,310893,-827,142982135.29,196.42,857.55,356.71
Fixed Maturity 2025 Bond Fund,2018-02-12,Chevron Corp.,766293,-8191,289966547.24,105.6,722.07,561.57
Sustainable Retail Fund,2022-11-15,"The Hain Celestial Group, Inc.",469178,-9236,29920209.12,411.48,787.58,449.98
Global Short Term Credit Fund,2019-04-08,JPMorgan Chase & Co.,374022,-5873,391905621.88,249.08,76.45,774.57
Fixed Maturity 2027 Bond Fund,2018-05-27,Toyota Motor Corp.,686974,-4842,325490350.15,929.49,144.39,510.77
Global Short Term Credit Fund,2019-04-07,JPMorgan Chase & Co.,279210,4923,236657037.72,821.69,915.88,490.29
Target Maturity 2029 Bond Fund,2018-07-09,"Apple, Inc.",68961,4256,458364231.04,918.29,880.89,410.67
Fixed Maturity 2027 Bond Fund,2022-07-14,Toyota Motor Corp.,77707,-1123,455446496.56,763.63,227.45,237.49
Community Savings Bond Fund,2019-10-27,Nestlé SA,4548,-9991,52991237.23,87.34,122.58,781.05
Global Short Term Credit Fund,2022-05-09,JPMorgan Chase & Co.,767818,-673,113660770.72,11.37,884.11,96.03
Global Short Term Credit Fund,2017-12-06,Bank of America Corp.,348860,-9473,151624023.93,823.57,582.03,144.13
Equity Diversified Selection Fund,2019-02-10,"Netflix, Inc.",188928,6015,49419349.86,351.62,994.21,241.95
Equity Diversified Selection Fund,2019-10-13,"Netflix, Inc.",842514,-5206,456148722.35,735.81,669.97,652.94
Community Savings Bond Fund,2018-01-07,Nestlé SA,159450,7832,141709577.72,216.21,251.32,420.2
Fixed Maturity 2027 Bond Fund,2018-06-28,Ford Motor Co.,823927,-4716,123262582.37,730.8,533.56,623.88
Subordinated Financials Fund,2021-07-29,"Goldman Sachs Group, Inc.",566185,-6274,312008410.34,38.52,657.52,412.64
Global Cross Asset Fund,2019-03-18,Alibaba Group Holding Ltd.,716996,9729,340453075.63,721.43,523.06,996.43
Equity Diversified Selection Fund,2018-02-20,Google LLC,858763,3812,301360719.18,368.58,736.62,919.44
Subordinated Financials Fund,2021-06-02,Citigroup Inc.,603525,-3048,355374840.22,172.54,132.69,240.7
Fixed Maturity 2027 Bond Fund,2021-10-24,Volkswagen AG,823855,3744,50432935.78,675.55,510.51,431.12
Fixed Maturity 2025 Bond Fund,2022-02-22,Exxon Mobil Corp.,173538,-6167,316282306.28,202.71,849.45,830.78
Subordinated Financials Fund,2018-10-12,"Goldman Sachs Group, Inc.",920689,-213,277125263.66,807.12,471.8,959.32
International Fixed Duration Fund,2022-07-24,AXA SA,311168,-5683,176353244.64,206.6,95.33,470.23
Community Savings Bond Fund,2020-01-08,"Walmart, Inc.",361479,-4414,327935800.86,861.4,548.08,20.61
Sustainable Retail Fund,2018-12-05,"Beyond Meat, Inc.",833318,-9089,35667412.14,579.88,469.59,569.04
Sustainable Retail Fund,2017-10-11,"Tesla, Inc.",719838,5630,119647176.22,285.54,173.41,61.35
Impact Credit Strategies Fund,2019-03-24,Vestas Wind Systems A/S,454874,883,486505978.53,855.77,436.32,714.67
Target Maturity 2029 Bond Fund,2022-02-20,Microsoft Corp.,47433,6407,293576654.23,263.91,96.5,717.02
Community Savings Bond Fund,2022-04-26,Procter & Gamble Co.,69912,9588,176106662.15,931.25,98.65,245.33
Community Savings Bond Fund,2018-05-01,Nestlé SA,733375,7587,279635658.38,819.79,608.98,734.28
International Fixed Duration Fund,2022-02-01,Ping An Insurance (Group) Co. of China Ltd.,98687,-1835,408766968.82,408.15,808.61,632.06
Global Cross Asset Fund,2017-09-01,Alibaba Group Holding Ltd.,614824,-1920,7484041.75,378.41,366.81,123.12
Community Savings Bond Fund,2018-12-20,"Walmart, Inc.",408024,-1288,320354246.53,600.33,70.82,489.71
International Fixed Duration Fund,2020-12-26,AXA SA,960783,7717,270727345.98,476.48,253.0,513.67
Fixed Maturity 2027 Bond Fund,2022-03-14,Toyota Motor Corp.,565800,3068,416364221.4,260.92,333.2,536.55
Impact Credit Strategies Fund,2019-04-24,"First Solar, Inc.",475099,-7878,391247830.07,371.67,438.67,937.39
Global Cross Asset Fund,2022-03-18,Johnson & Johnson,411712,5917,109701210.38,164.23,90.04,796.64
Impact Credit Strategies Fund,2017-05-31,Vestas Wind Systems A/S,661670,-1128,255794514.69,751.04,634.6,998.78
Equity Diversified Selection Fund,2021-11-23,Google LLC,743057,8167,301338626.25,602.4,827.83,188.52
Community Savings Bond Fund,2022-07-15,"Walmart, Inc.",297951,1883,456288137.75,182.61,50.35,299.68
Sustainable Retail Fund,2019-11-18,"The Hain Celestial Group, Inc.",55425,-5891,267067783.83,801.01,740.09,856.46
Fixed Maturity 2027 Bond Fund,2017-10-22,Ford Motor Co.,842592,2537,227979983.37,325.63,144.7,569.75
Target Maturity 2029 Bond Fund,2022-04-22,"Amazon.com, Inc.",446170,-5078,367372609.09,970.46,793.82,707.49
Fixed Maturity 2025 Bond Fund,2022-09-10,Exxon Mobil Corp.,433789,5164,309626223.08,91.09,42.57,150.14
Community Savings Bond Fund,2018-06-03,"Walmart, Inc.",521226,-1966,82078049.34,373.64,42.72,863.78
Fixed Maturity 2027 Bond Fund,2019-08-04,Toyota Motor Corp.,109359,1802,307258366.45,405.28,681.1,951.54
Subordinated Financials Fund,2022-06-13,"Goldman Sachs Group, Inc.",594400,-6284,448093485.0,470.4,23.41,168.13
Global Cross Asset Fund,2017-05-24,"Berkshire Hathaway, Inc.",998245,-1321,442237522.9,43.71,466.02,936.02
Equity Diversified Selection Fund,2021-07-25,Google LLC,419947,9301,63973651.21,639.96,864.18,911.1
Impact Credit Strategies Fund,2017-06-27,"First Solar, Inc.",893800,8382,37537804.2,150.3,391.93,166.77
Fixed Maturity 2027 Bond Fund,2017-03-22,Toyota Motor Corp.,846538,2951,63251703.79,473.35,105.25,204.52
Fixed Maturity 2027 Bond Fund,2018-07-12,Ford Motor Co.,449068,-3789,125649276.86,131.12,342.67,880.3
Community Savings Bond Fund,2017-07-06,Nestlé SA,449364,-4486,155181090.06,562.49,814.98,605.09
Subordinated Financials Fund,2022-03-28,Morgan Stanley,258142,6493,490021198.47,215.0,34.12,436.02
Global Cross Asset Fund,2020-03-20,Alibaba Group Holding Ltd.,109255,3597,4143176.94,458.3,38.92,377.13
Fixed Maturity 2025 Bond Fund,2022-04-07,Exxon Mobil Corp.,886908,-5705,355397249.04,632.57,593.37,688.45
Global Cross Asset Fund,2020-04-06,"Berkshire Hathaway, Inc.",305285,-8784,110640514.39,716.36,797.3,997.36
Global Cross Asset Fund,2017-06-03,Johnson & Johnson,301268,-5578,283884653.57,34.88,406.11,407.26
Fixed Maturity 2025 Bond Fund,2021-12-26,Chevron Corp.,490145,6711,121403554.85,611.77,644.47,411.75
Fixed Maturity 2027 Bond Fund,2021-04-26,Ford Motor Co.,931839,3839,293063852.32,473.67,862.86,881.52
Community Savings Bond Fund,2022-06-12,Nestlé SA,479199,1612,72455922.32,659.74,154.4,511.88
International Fixed Duration Fund,2018-01-24,Allianz SE,419451,-2726,301133416.25,483.68,77.95,776.07
Community Savings Bond Fund,2022-09-26,Nestlé SA,614219,2998,195719030.23,997.37,683.95,707.73
Sustainable Retail Fund,2020-02-03,"Tesla, Inc.",276181,-5556,495706654.17,171.36,287.81,714.46
Global Short Term Credit Fund,2022-04-22,JPMorgan Chase & Co.,709919,-117,65568678.62,43.51,920.92,11.0
Community Savings Bond Fund,2018-10-25,"Walmart, Inc.",714503,-1609,431025970.94,862.39,416.14,655.37
Equity Diversified Selection Fund,2017-05-17,"Netflix, Inc.",663117,7522,220902875.87,528.76,17.02,787.85
Equity Diversified Selection Fund,2022-03-01,"Facebook, Inc.",204879,-1174,127511918.27,612.9,682.81,831.8
Equity Diversified Selection Fund,2018-12-04,"Facebook, Inc.",401422,3115,64877886.49,680.99,544.54,400.27
Community Savings Bond Fund,2022-02-07,Procter & Gamble Co.,914210,311,133960572.24,980.03,81.98,386.44
Community Savings Bond Fund,2021-02-25,Procter & Gamble Co.,974615,3570,451934651.75,470.02,641.36,233.49
Impact Credit Strategies Fund,2019-08-02,Vestas Wind Systems A/S,110464,9585,85844922.23,395.68,51.82,483.49
Global Short Term Credit Fund,2017-09-07,Bank of America Corp.,861136,9257,421399715.56,221.69,170.98,45.67
Global Cross Asset Fund,2017-11-17,Johnson & Johnson,433658,-5494,3987318.01,711.4,77.19,304.74
Equity Diversified Selection Fund,2021-01-31,"Facebook, Inc.",619806,8800,336075189.32,492.03,919.66,920.78
Fixed Maturity 2025 Bond Fund,2020-09-14,BP Plc,455155,5556,479110756.4,273.06,846.91,413.75
Global Cross Asset Fund,2020-04-02,"Berkshire Hathaway, Inc.",495962,-9898,75332594.36,694.73,896.26,210.35
Impact Credit Strategies Fund,2017-06-18,"First Solar, Inc.",163086,-5507,241787578.97,35.95,282.5,735.23
Fixed Maturity 2027 Bond Fund,2018-12-22,Ford Motor Co.,856279,-4106,442821772.44,114.65,430.74,477.96
Equity Diversified Selection Fund,2020-01-22,Google LLC,490775,-8660,324177781.14,427.03,409.79,133.25
Sustainable Retail Fund,2017-09-06,"Beyond Meat, Inc.",112944,-5515,219478994.98,786.57,348.33,978.26
Target Maturity 2029 Bond Fund,2019-12-04,"Amazon.com, Inc.",772765,646,274808205.88,317.19,135.69,144.97
Impact Credit Strategies Fund,2019-05-10,"First Solar, Inc.",308040,-1659,478936970.34,113.28,736.98,843.52
Subordinated Financials Fund,2019-01-08,Citigroup Inc.,545243,2692,233120841.77,18.26,802.88,524.64
Subordinated Financials Fund,2020-01-03,Morgan Stanley,449526,-8888,387604785.18,615.95,654.51,671.13
Fixed Maturity 2025 Bond Fund,2020-09-24,Chevron Corp.,520869,1557,295294146.46,81.56,50.63,154.01
Fixed Maturity 2027 Bond Fund,2020-10-07,Toyota Motor Corp.,802956,-6896,488610900.86,708.17,236.09,148.77
Global Short Term Credit Fund,2020-11-05,JPMorgan Chase & Co.,204962,9660,36244580.67,884.15,71.76,438.15
Target Maturity 2029 Bond Fund,2019-02-10,Microsoft Corp.,780898,-9071,39523186.14,205.37,549.12,112.04
Fixed Maturity 2025 Bond Fund,2022-05-13,Chevron Corp.,680549,-9965,352496991.47,966.53,599.97,956.07
Global Cross Asset Fund,2018-11-14,"Berkshire Hathaway, Inc.",310472,6606,342990587.08,293.08,935.79,912.3
Fixed Maturity 2025 Bond Fund,2022-03-21,Exxon Mobil Corp.,780744,6842,34537753.29,500.7,188.7,408.17
Community Savings Bond Fund,2017-10-14,Nestlé SA,266819,-1013,315340855.78,895.23,222.9,972.94
Target Maturity 2029 Bond Fund,2021-09-23,"Amazon.com, Inc.",345185,4949,66582976.22,447.42,307.65,746.52
Fixed Maturity 2025 Bond Fund,2017-08-28,BP Plc,494474,-8563,369329369.07,597.75,605.86,671.57
Impact Credit Strategies Fund,2018-03-02,"First Solar, Inc.",370689,-9432,167170620.87,835.82,836.34,327.39
Fixed Maturity 2027 Bond Fund,2019-08-09,Ford Motor Co.,488898,7578,137794091.65,729.81,839.22,380.78
Target Maturity 2029 Bond Fund,2018-11-08,"Apple, Inc.",211146,-724,445699508.41,497.69,618.51,62.93
Fixed Maturity 2025 Bond Fund,2021-07-31,Exxon Mobil Corp.,304260,9377,186358798.94,265.58,541.08,119.1
Target Maturity 2029 Bond Fund,2022-10-27,"Amazon.com, Inc.",376053,-3520,469916885.34,21.88,506.09,296.38
Community Savings Bond Fund,2017-07-13,"Walmart, Inc.",743856,9196,353803570.5,703.3,861.01,206.89
Fixed Maturity 2025 Bond Fund,2021-10-23,Exxon Mobil Corp.,971379,-8,193087014.8,163.12,983.0,430.02
Subordinated Financials Fund,2018-04-20,Morgan Stanley,626889,8046,367913510.85,927.95,494.49,367.99
Equity Diversified Selection Fund,2019-06-11,"Netflix, Inc.",961951,-1980,442124452.46,479.25,48.37,271.23
Subordinated Financials Fund,2018-01-31,Morgan Stanley,106458,-7738,350532247.05,680.65,953.07,755.02
Global Short Term Credit Fund,2022-11-11,JPMorgan Chase & Co.,574702,510,428394247.81,889.71,307.28,248.5
Equity Diversified Selection Fund,2020-07-21,"Facebook, Inc.",139794,-5062,354663616.83,143.32,555.17,192.68
Fixed Maturity 2027 Bond Fund,2017-08-29,Volkswagen AG,225582,1214,432482500.68,151.39,411.66,640.64
Equity Diversified Selection Fund,2020-12-02,"Netflix, Inc.",774243,-2937,256511089.87,103.0,107.94,65.46
Sustainable Retail Fund,2022-07-09,"Tesla, Inc.",827901,-6645,132458499.28,499.71,715.71,57.12
Global Cross Asset Fund,2019-08-02,"Berkshire Hathaway, Inc.",802215,2411,132423840.53,858.44,395.43,757.23
Impact Credit Strategies Fund,2020-09-23,"First Solar, Inc.",920952,-1532,381796181.88,733.5,464.42,930.26
Fixed Maturity 2025 Bond Fund,2022-10-16,BP Plc,182510,-78,85887894.72,224.52,607.27,469.51
