FUND,DATE,COMPANY_NAME,TOTAL_SHARES,CHANGES_IN_SHARE,MARKET_CAP,PRICE,PRICE_50D_MOVING_AVERAGE,PRICE_200D_MOVING_AVERAGE
International Fixed Duration Fund,2021-05-16,AXA SA,454962,7751,399733245.02,582.87,500.54,275.11
Equity Diversified Selection Fund,2022-08-10,Google LLC,237457,-5410,260750509.6,948.83,788.56,514.74
Fixed Maturity 2025 Bond Fund,2017-04-16,Exxon Mobil Corp.,789222,-7441,136106462.72,125.52,523.07,337.33
Subordinated Financials Fund,2017-06-16,Morgan Stanley,982846,-7726,29760892.05,650.99,553.49,131.38
Global Short Term Credit Fund,2019-12-09,Bank of America Corp.,193453,5453,461990897.85,713.35,108.63,413.98
Target Maturity 2029 Bond Fund,2022-02-02,"Apple, Inc.",746190,-7530,287088702.51,805.3,704.0,209.57
Impact Credit Strategies Fund,2018-09-19,"First Solar, Inc.",26179,8848,370373177.88,856.57,932.11,638.11
Equity Diversified Selection Fund,2019-06-17,"Facebook, Inc.",968346,-8705,5771470.79,965.79,633.09,610.27
International Fixed Duration Fund,2020-03-13,Ping An Insurance (Group) Co. of China Ltd.,569653,-3103,307140400.26,189.91,991.2,445.88
Fixed Maturity 2025 Bond Fund,2017-12-28,Chevron Corp.,300376,-7632,384135709.91,219.11,52.09,72.28
Fixed Maturity 2025 Bond Fund,2019-04-30,BP Plc,915622,382,290388543.39,202.3,718.64,681.24
Equity Diversified Selection Fund,2018-02-24,Google LLC,128523,-2132,127814510.07,299.76,173.47,125.31
Target Maturity 2029 Bond Fund,2022-06-20,"Amazon.com, Inc.",887580,-5997,344658264.9,81.0,407.16,674.12
Fixed Maturity 2025 Bond Fund,2018-12-16,BP Plc,27131,7340,248503176.6,464.18,797.88,766.17
Global Short Term Credit Fund,2020-11-06,HSBC Holdings Plc,923567,4561,347747362.05,743.37,393.63,214.67
Fixed Maturity 2025 Bond Fund,2021-08-15,Chevron Corp.,135903,-1602,183387575.01,766.8,159.26,146.35
Community Savings Bond Fund,2022-02-22,"Walmart, Inc.",171336,4361,352510673.6,256.21,846.96,98.46
Subordinated Financials Fund,2019-10-02,Morgan Stanley,239235,5465,418602416.27,809.6,230.88,986.27
Equity Diversified Selection Fund,2021-04-06,Google LLC,378644,9792,401931362.55,549.88,84.67,710.89
Community Savings Bond Fund,2017-07-28,"Walmart, Inc.",126726,-5906,305961951.43,264.27,349.86,36.69
Subordinated Financials Fund,2019-03-26,"Goldman Sachs Group, Inc.",806791,-7888,331262071.89,699.87,34.29,230.34
International Fixed Duration Fund,2022-09-21,Ping An Insurance (Group) Co. of China Ltd.,338721,-2386,184046845.88,953.05,536.54,669.4
International Fixed Duration Fund,2018-02-05,Allianz SE,542715,-1478,188481476.62,555.18,370.2,361.61
Global Short Term Credit Fund,2019-08-11,Bank of America Corp.,152977,-1472,180966574.28,531.8,597.24,238.1
Global Short Term Credit Fund,2018-10-16,Bank of America Corp.,373052,-2714,3986008.21,679.83,469.89,282.14
Community Savings Bond Fund,2022-02-09,Nestlé SA,126488,-7172,367856212.82,716.69,997.29,19.02
Global Cross Asset Fund,2018-10-02,Alibaba Group Holding Ltd.,927727,8386,196372302.87,378.57,926.92,392.71
International Fixed Duration Fund,2021-12-16,Ping An Insurance (Group) Co. of China Ltd.,755800,-7241,30138594.96,245.67,309.45,880.15
Target Maturity 2029 Bond Fund,2019-12-01,Microsoft Corp.,584098,8674,420889376.65,841.28,835.64,859.34
Global Cross Asset Fund,2021-09-12,Johnson & Johnson,973029,-7708,175486479.04,18.28,559.11,644.12
Community Savings Bond Fund,2022-01-07,"Walmart, Inc.",751316,-7858,369991788.83,595.13,409.49,208.83
Target Maturity 2029 Bond Fund,2018-02-23,"Amazon.com, Inc.",322787,6723,205070471.14,918.33,437.01,124.41
Subordinated Financials Fund,2018-03-10,"Goldman Sachs Group, Inc.",333939,3404,204458975.7,308.21,613.02,733.29
Target Maturity 2029 Bond Fund,2021-04-17,"Apple, Inc.",150730,-4236,171066958.74,520.99,754.46,968.57
Community Savings Bond Fund,2021-01-31,Nestlé SA,198937,-8667,89975398.67,28.28,31.06,227.71
Fixed Maturity 2027 Bond Fund,2017-06-30,Ford Motor Co.,652403,-5935,67475375.81,112.03,103.78,845.76
Subordinated Financials Fund,2021-11-24,Citigroup Inc.,698234,-3752,123658743.44,67.3,729.47,210.85
Global Cross Asset Fund,2021-12-17,Johnson & Johnson,599499,7399,26498434.94,374.74,51.82,844.5
Global Cross Asset Fund,2022-01-25,Alibaba Group Holding Ltd.,647612,-6300,164186298.01,171.5,674.79,69.4
Impact Credit Strategies Fund,2017-04-14,"First Solar, Inc.",371366,8251,499296864.39,277.59,414.96,970.45
Target Maturity 2029 Bond Fund,2019-10-06,"Amazon.com, Inc.",342996,6728,210652799.71,717.74,876.19,875.14
Global Cross Asset Fund,2017-10-01,"Berkshire Hathaway, Inc.",992088,-6471,314410421.83,268.08,314.05,634.52
Global Cross Asset Fund,2021-04-23,Alibaba Group Holding Ltd.,254460,6294,136263686.07,252.22,420.31,11.43
International Fixed Duration Fund,2021-11-17,AXA SA,760453,1818,133868171.2,764.55,879.11,47.11
Subordinated Financials Fund,2017-09-25,"Goldman Sachs Group, Inc.",912646,-3610,425340707.9,204.94,601.92,634.37
Sustainable Retail Fund,2021-12-31,"The Hain Celestial Group, Inc.",577878,-5286,100415523.22,981.27,441.09,196.92
Community Savings Bond Fund,2021-09-25,"Walmart, Inc.",926555,1546,289640862.65,676.35,74.17,110.38
Fixed Maturity 2027 Bond Fund,2017-10-10,Volkswagen AG,665875,-4612,152237103.13,95.02,370.01,970.57
Subordinated Financials Fund,2019-05-17,Citigroup Inc.,327177,-8766,277449639.23,116.66,420.45,738.55
Equity Diversified Selection Fund,2020-09-10,"Netflix, Inc.",90989,-2977,89296232.79,211.99,992.51,377.89
Subordinated Financials Fund,2020-12-15,Morgan Stanley,44686,1070,123677743.91,698.09,544.93,316.24
Global Cross Asset Fund,2019-12-05,Johnson & Johnson,789980,-5,190110023.92,739.03,331.38,826.59
Global Short Term Credit Fund,2020-11-30,HSBC Holdings Plc,216949,-7425,104710514.65,574.38,826.03,438.92
Impact Credit Strategies Fund,2020-04-09,"First Solar, Inc.",372800,7103,394856670.65,61.7,440.88,749.09
Sustainable Retail Fund,2022-10-19,"Beyond Meat, Inc.",943891,-3906,315998723.2,988.29,618.02,506.32
Global Short Term Credit Fund,2022-04-27,HSBC Holdings Plc,126504,6052,421500149.2,973.71,262.28,744.76
Sustainable Retail Fund,2022-06-12,"Tesla, Inc.",452992,-6926,266050311.59,529.35,853.85,775.59
Fixed Maturity 2025 Bond Fund,2017-03-30,Exxon Mobil Corp.,433557,-4403,465087448.21,416.03,762.22,519.72
Global Cross Asset Fund,2017-09-04,Alibaba Group Holding Ltd.,897810,783,208822600.22,977.57,517.4,997.04
Fixed Maturity 2027 Bond Fund,2022-11-11,Volkswagen AG,760838,1953,258629914.79,97.08,648.47,723.65
Community Savings Bond Fund,2019-03-14,Procter & Gamble Co.,441956,7509,106084435.95,75.39,458.37,721.54
Community Savings Bond Fund,2017-01-21,Procter & Gamble Co.,938484,5210,23110516.37,244.13,819.94,860.05
Target Maturity 2029 Bond Fund,2019-09-12,"Amazon.com, Inc.",939575,-9497,461259464.04,100.28,473.79,389.67
Global Cross Asset Fund,2019-08-04,Alibaba Group Holding Ltd.,778793,-2113,159696349.76,300.67,242.56,943.52
Impact Credit Strategies Fund,2018-07-08,Vestas Wind Systems A/S,349502,2873,386444174.32,580.11,278.68,167.83
Global Cross Asset Fund,2020-04-19,"Berkshire Hathaway, Inc.",898610,-3447,2574627.63,698.67,158.4,294.71
Equity Diversified Selection Fund,2022-08-11,"Facebook, Inc.",535746,-2313,245762045.56,837.16,164.33,751.25
Subordinated Financials Fund,2019-03-13,Citigroup Inc.,25099,8156,375967535.36,422.92,247.23,488.79
Global Cross Asset Fund,2018-04-12,Johnson & Johnson,71004,6892,381752605.71,99.85,845.42,139.5
Subordinated Financials Fund,2019-01-12,Citigroup Inc.,916401,-9405,409207417.86,565.43,994.9,73.16
Global Cross Asset Fund,2018-10-18,Alibaba Group Holding Ltd.,67620,8441,455295209.83,562.78,58.57,905.13
Impact Credit Strategies Fund,2019-03-20,"SolarEdge Technologies, Inc.",225585,3982,455415917.19,208.06,384.31,850.94
Community Savings Bond Fund,2017-08-13,Procter & Gamble Co.,79181,5836,97908563.12,202.46,731.95,91.99
Impact Credit Strategies Fund,2019-03-01,"SolarEdge Technologies, Inc.",461434,-2787,233844535.2,505.47,183.91,708.63
Global Cross Asset Fund,2021-12-09,Johnson & Johnson,77980,-1845,71976053.83,818.86,842.3,826.78
Target Maturity 2029 Bond Fund,2017-12-22,"Amazon.com, Inc.",854399,-2032,156088470.94,794.76,360.81,504.17
Fixed Maturity 2027 Bond Fund,2018-04-21,Ford Motor Co.,971230,-6126,441288558.66,791.66,359.15,907.92
International Fixed Duration Fund,2022-12-28,Ping An Insurance (Group) Co. of China Ltd.,967387,-1471,61122055.58,619.04,713.44,701.75
Fixed Maturity 2027 Bond Fund,2019-02-16,Ford Motor Co.,568198,1768,157318650.6,851.61,758.74,51.7
Equity Diversified Selection Fund,2019-10-01,"Netflix, Inc.",642040,8176,310080055.73,494.62,517.81,901.33
Community Savings Bond Fund,2019-07-06,Nestlé SA,475813,4055,261067736.87,340.09,131.58,543.83
Fixed Maturity 2025 Bond Fund,2020-06-29,Exxon Mobil Corp.,69164,-9232,16796504.75,481.49,32.4,240.84
Fixed Maturity 2027 Bond Fund,2018-12-31,Toyota Motor Corp.,361159,-5822,157433262.15,937.01,51.98,916.45
Subordinated Financials Fund,2018-08-07,Citigroup Inc.,766747,-5312,290134870.63,628.92,724.0,997.54
Global Cross Asset Fund,2022-11-12,Alibaba Group Holding Ltd.,610910,4036,404400691.69,92.35,887.86,719.96
Community Savings Bond Fund,2021-12-24,Nestlé SA,368511,-2924,180990739.69,388.78,855.76,931.57
Target Maturity 2029 Bond Fund,2022-05-29,Microsoft Corp.,811247,-2068,328958682.38,857.58,406.42,850.12
Global Short Term Credit Fund,2019-05-01,Bank of America Corp.,116709,7344,117569882.21,723.64,330.2,44.83
Global Short Term Credit Fund,2022-02-23,HSBC Holdings Plc,465239,-2152,93649663.77,965.62,70.52,60.83
Global Short Term Credit Fund,2021-09-22,Bank of America Corp.,199610,-8836,57651959.35,166.01,868.28,185.76
Fixed Maturity 2025 Bond Fund,2021-08-22,Exxon Mobil Corp.,28586,-9831,48826080.51,897.25,594.91,157.78
Community Savings Bond Fund,2021-07-28,Procter & Gamble Co.,739764,4009,82357085.33,665.66,429.5,714.86
Fixed Maturity 2025 Bond Fund,2017-07-24,Exxon Mobil Corp.,450309,2888,195991188.52,87.14,405.72,418.53
International Fixed Duration Fund,2018-03-16,AXA SA,360010,-9213,475498079.18,109.56,978.73,624.69
Target Maturity 2029 Bond Fund,2021-01-02,Microsoft Corp.,390287,-9046,332450375.37,460.53,786.91,404.83
Fixed Maturity 2027 Bond Fund,2019-10-07,Ford Motor Co.,161408,-2438,66847800.62,639.45,773.59,903.67
Fixed Maturity 2025 Bond Fund,2018-04-25,Chevron Corp.,884166,-2721,306729153.87,246.01,870.95,544.3
International Fixed Duration Fund,2017-01-27,Ping An Insurance (Group) Co. of China Ltd.,755169,-770,330457639.42,637.72,707.93,216.09
Global Cross Asset Fund,2018-01-01,Johnson & Johnson,973631,-1931,249325525.97,396.81,363.43,578.34
Global Short Term Credit Fund,2020-02-02,HSBC Holdings Plc,476988,-3699,277175788.85,998.56,922.93,937.8
Fixed Maturity 2027 Bond Fund,2018-02-01,Toyota Motor Corp.,38186,-5336,379978085.11,663.47,95.92,948.86
Subordinated Financials Fund,2017-05-04,"Goldman Sachs Group, Inc.",350032,7510,213907118.58,266.97,837.44,295.4
Community Savings Bond Fund,2020-08-24,Nestlé SA,520330,-7949,354564484.14,824.27,201.86,276.06
Target Maturity 2029 Bond Fund,2022-09-18,Microsoft Corp.,519579,9678,355971877.98,310.93,904.19,321.81
Equity Diversified Selection Fund,2020-08-03,"Netflix, Inc.",714809,1836,237939191.74,657.24,940.3,966.07
Global Cross Asset Fund,2022-05-10,Alibaba Group Holding Ltd.,96933,1650,57656473.48,772.48,108.19,837.94
Sustainable Retail Fund,2020-01-01,"Beyond Meat, Inc.",760088,9851,52056756.84,727.29,904.97,788.79
Fixed Maturity 2025 Bond Fund,2017-04-20,Exxon Mobil Corp.,970453,-8247,375918181.38,437.48,455.8,997.86
Sustainable Retail Fund,2021-08-12,"Beyond Meat, Inc.",410733,2997,74499023.16,505.87,729.88,827.98
Fixed Maturity 2027 Bond Fund,2022-12-12,Toyota Motor Corp.,892240,4782,191380473.58,895.12,683.43,831.31
Equity Diversified Selection Fund,2018-02-27,Google LLC,959322,-6534,165123586.98,684.1,354.34,149.3
Target Maturity 2029 Bond Fund,2022-01-12,"Amazon.com, Inc.",209034,-582,167328315.49,709.13,838.04,346.43
Global Short Term Credit Fund,2020-08-12,HSBC Holdings Plc,348502,1469,20294220.61,356.96,481.92,527.16
Fixed Maturity 2025 Bond Fund,2019-12-16,BP Plc,410962,1300,191528142.08,208.78,91.39,565.45
Target Maturity 2029 Bond Fund,2019-12-28,"Amazon.com, Inc.",140936,-9128,129260868.36,462.87,791.59,851.1
Global Cross Asset Fund,2019-08-17,Alibaba Group Holding Ltd.,562894,9784,236241124.74,716.37,57.88,674.18
International Fixed Duration Fund,2022-06-28,Allianz SE,644880,-8674,420730092.86,349.51,631.79,994.51
Fixed Maturity 2027 Bond Fund,2018-11-03,Toyota Motor Corp.,108484,1523,95623739.59,875.18,867.68,918.25
Fixed Maturity 2025 Bond Fund,2022-09-12,Exxon Mobil Corp.,218947,-9580,326710752.81,88.94,796.3,997.17
Sustainable Retail Fund,2018-07-28,"Tesla, Inc.",25071,-5123,3132507.6,748.66,682.83,251.18
Target Maturity 2029 Bond Fund,2021-06-25,Microsoft Corp.,315113,-269,337371709.36,836.14,456.81,303.31
Impact Credit Strategies Fund,2017-10-11,Vestas Wind Systems A/S,665290,9537,359407340.1,85.68,713.38,162.25
Fixed Maturity 2027 Bond Fund,2022-10-06,Volkswagen AG,814072,-4016,68208362.85,412.09,315.11,65.05
International Fixed Duration Fund,2022-06-05,Allianz SE,923497,-6416,468648078.74,332.12,781.88,934.7
Impact Credit Strategies Fund,2017-10-02,Vestas Wind Systems A/S,127816,-2652,192114313.93,585.96,837.88,95.44
Community Savings Bond Fund,2020-11-22,Procter & Gamble Co.,904649,-4083,117097598.49,692.37,918.15,607.07
Community Savings Bond Fund,2017-03-29,"Walmart, Inc.",255623,8156,289385592.59,845.67,856.81,527.33
Sustainable Retail Fund,2020-08-21,"Beyond Meat, Inc.",389998,-5362,465170524.31,605.9,458.56,655.98
Target Maturity 2029 Bond Fund,2018-01-01,Microsoft Corp.,489030,5681,335373942.83,244.3,669.08,647.99
Subordinated Financials Fund,2017-01-18,Morgan Stanley,405397,-4996,56588634.0,895.94,319.57,914.6
Target Maturity 2029 Bond Fund,2017-01-22,"Amazon.com, Inc.",776458,1482,67039324.15,561.71,865.89,951.37
Global Cross Asset Fund,2022-11-02,Johnson & Johnson,777514,-4639,325581635.89,358.85,546.75,831.63
Fixed Maturity 2025 Bond Fund,2018-04-28,Exxon Mobil Corp.,431164,6311,405467171.9,363.28,247.19,693.89
Equity Diversified Selection Fund,2018-10-20,Google LLC,311432,-3440,363336874.39,548.62,991.4,43.69
Equity Diversified Selection Fund,2019-03-15,"Netflix, Inc.",404729,1003,141795408.2,218.23,356.9,280.45
Impact Credit Strategies Fund,2020-12-22,"First Solar, Inc.",970915,-1342,407751766.32,695.99,997.56,610.02
Sustainable Retail Fund,2018-03-08,"Tesla, Inc.",464449,2303,79597201.41,287.75,981.73,317.42
Impact Credit Strategies Fund,2017-10-04,Vestas Wind Systems A/S,501574,-2228,160468959.37,802.49,738.56,634.12
Global Short Term Credit Fund,2017-04-05,HSBC Holdings Plc,844802,461,476018882.83,98.14,219.6,537.2
Equity Diversified Selection Fund,2020-12-10,Google LLC,955016,2744,368204426.1,354.01,729.62,866.26
International Fixed Duration Fund,2019-12-24,Ping An Insurance (Group) Co. of China Ltd.,524590,-6077,244221158.49,55.93,631.19,550.61
Equity Diversified Selection Fund,2019-01-31,Google LLC,200652,804,78353984.86,906.45,916.92,127.32
Target Maturity 2029 Bond Fund,2017-03-14,"Amazon.com, Inc.",765812,-5661,47178961.28,170.3,243.41,778.4
Fixed Maturity 2025 Bond Fund,2020-12-17,Chevron Corp.,596429,9145,259856264.82,488.04,331.19,960.85
Impact Credit Strategies Fund,2022-08-20,"First Solar, Inc.",620338,3719,306794040.24,355.89,795.14,199.24
Subordinated Financials Fund,2022-02-15,"Goldman Sachs Group, Inc.",659344,5390,389403292.84,838.14,986.16,709.85
Fixed Maturity 2027 Bond Fund,2018-11-21,Ford Motor Co.,453752,8356,398497915.69,923.53,44.58,902.55
Sustainable Retail Fund,2022-02-05,"Tesla, Inc.",906711,7645,412285895.74,645.98,894.66,899.9
International Fixed Duration Fund,2020-12-12,AXA SA,479124,-6270,300009055.54,377.72,386.77,647.37
Community Savings Bond Fund,2019-05-13,Nestlé SA,523674,7541,334838648.11,845.9,917.53,327.85
Equity Diversified Selection Fund,2022-03-18,"Facebook, Inc.",401937,8067,350396337.21,127.4,575.22,613.77
Fixed Maturity 2025 Bond Fund,2018-04-10,Exxon Mobil Corp.,691771,-2032,272606874.1,145.85,855.29,443.61
Global Short Term Credit Fund,2018-06-17,Bank of America Corp.,891692,2500,150066495.03,398.8,285.44,630.35
Subordinated Financials Fund,2018-02-07,Citigroup Inc.,941894,-7047,381268878.67,908.49,149.13,417.23
Fixed Maturity 2025 Bond Fund,2018-11-16,Exxon Mobil Corp.,454440,-7183,237352820.7,147.82,506.43,621.54
Community Savings Bond Fund,2021-10-18,Procter & Gamble Co.,753925,-7042,156708968.75,520.05,73.37,146.87
Global Short Term Credit Fund,2020-12-07,JPMorgan Chase & Co.,302687,5962,482893593.79,797.44,926.96,948.65
Global Short Term Credit Fund,2022-09-22,Bank of America Corp.,498915,5630,134809241.33,124.6,794.93,163.37
Impact Credit Strategies Fund,2020-06-07,"First Solar, Inc.",254408,6963,312887293.06,949.33,906.02,670.46
Impact Credit Strategies Fund,2021-02-27,Vestas Wind Systems A/S,317134,8016,37417532.01,627.81,952.58,100.29
Global Cross Asset Fund,2018-04-13,"Berkshire Hathaway, Inc.",147976,-7912,109834325.08,973.15,951.04,657.81
Equity Diversified Selection Fund,2021-04-16,Google LLC,119840,2487,479916750.42,788.61,743.64,231.01
Impact Credit Strategies Fund,2020-12-09,Vestas Wind Systems A/S,781287,5186,324191210.84,855.68,479.57,940.44
International Fixed Duration Fund,2017-07-19,Allianz SE,144816,-5356,344217734.82,371.72,469.37,483.17
Target Maturity 2029 Bond Fund,2020-01-14,"Apple, Inc.",304293,-9738,299273627.69,445.28,39.55,804.33
Fixed Maturity 2027 Bond Fund,2019-01-06,Volkswagen AG,498852,3787,194951964.27,193.62,441.12,921.16
Community Savings Bond Fund,2018-03-31,"Walmart, Inc.",915429,-6594,164090895.27,677.32,395.15,941.37
Sustainable Retail Fund,2018-11-02,"Beyond Meat, Inc.",198064,4562,338058733.88,955.57,957.62,272.46
Subordinated Financials Fund,2022-08-10,"Goldman Sachs Group, Inc.",227601,-1301,211102221.85,330.28,34.35,30.87
Sustainable Retail Fund,2021-10-05,"Beyond Meat, Inc.",77699,-4402,181206524.98,89.48,761.47,384.57
Sustainable Retail Fund,2021-10-28,"Tesla, Inc.",200185,-3621,391605137.01,583.24,565.15,502.02
Fixed Maturity 2025 Bond Fund,2017-08-03,Chevron Corp.,627762,6711,400528457.08,186.54,273.3,88.68
Equity Diversified Selection Fund,2017-08-27,Google LLC,827837,-3534,495108055.47,284.44,749.02,238.83
Sustainable Retail Fund,2022-12-19,"Tesla, Inc.",350763,1905,167047152.89,915.77,895.21,39.35
Global Short Term Credit Fund,2019-11-22,HSBC Holdings Plc,67311,-6864,282678901.29,323.66,754.07,539.98
Global Short Term Credit Fund,2017-03-17,JPMorgan Chase & Co.,167795,607,431869192.75,809.26,512.89,145.09
Target Maturity 2029 Bond Fund,2018-12-22,"Apple, Inc.",403424,-6440,372903797.32,804.63,271.05,956.83
Subordinated Financials Fund,2020-03-11,"Goldman Sachs Group, Inc.",452004,-7878,257278123.94,766.36,813.77,686.27
Subordinated Financials Fund,2022-12-29,Morgan Stanley,619185,1244,371051107.98,928.71,11.29,569.26
Global Short Term Credit Fund,2020-11-17,Bank of America Corp.,30943,9890,194545281.49,178.33,838.1,495.09
Target Maturity 2029 Bond Fund,2017-11-30,Microsoft Corp.,870872,9618,390087306.27,495.7,319.76,665.8
Impact Credit Strategies Fund,2022-02-07,Vestas Wind Systems A/S,692878,-9798,179802560.92,506.9,878.08,839.44
Global Short Term Credit Fund,2020-05-14,HSBC Holdings Plc,45197,-2088,248261048.79,238.48,171.61,383.47
International Fixed Duration Fund,2020-05-04,AXA SA,752101,9834,316974614.12,609.42,260.52,138.6
Fixed Maturity 2025 Bond Fund,2019-08-26,Exxon Mobil Corp.,846273,-1501,18429816.07,134.48,789.58,862.36
Community Savings Bond Fund,2018-09-07,Procter & Gamble Co.,107750,-6077,322224780.18,604.43,935.96,702.2
Fixed Maturity 2025 Bond Fund,2019-08-26,BP Plc,742132,-5083,272343134.04,821.67,647.64,593.19
Fixed Maturity 2025 Bond Fund,2022-01-03,BP Plc,234225,-7890,161531361.85,291.65,889.01,619.97
Target Maturity 2029 Bond Fund,2017-10-12,"Apple, Inc.",843754,-832,215751828.82,158.79,42.08,287.6
Global Cross Asset Fund,2022-04-13,Alibaba Group Holding Ltd.,509612,-1463,114267583.62,439.95,857.28,106.94
