FUND,DATE,COMPANY_NAME,TOTAL_SHARES,CHANGES_IN_SHARE,MARKET_CAP,PRICE,PRICE_50D_MOVING_AVERAGE,PRICE_200D_MOVING_AVERAGE
Global Cross Asset Fund,2013-03-10,Industrial & Commercial Bank of China Ltd.,1299,-370,731843.0400747467,733.8281630612423,65.24741163387789,796.9346697376639
Global Cross Asset Fund,2013-03-09,Deutsche Telekom AG,9102,-1487,639682.5753835536,321.3767333886049,791.0818400540434,34.58490491311676
Fixed Maturity 2025 Bond Fund,2013-03-08,Deutsche Telekom AG,6400,-3856,998067.5415102979,306.0218733591886,831.5051132822717,375.0666290730969
Fixed Maturity 2025 Bond Fund,2013-03-07,TotalEnergies SE,2082,-4932,461747.0330942694,316.01278664304454,407.16368210925197,254.73852977167482
Fixed Maturity 2027 Bond Fund,2013-03-06,Intel Corp.,9167,-1283,430722.6495661025,106.92923709650327,642.5654657185563,964.4904155763849
Global Cross Asset Fund,2013-03-05,China Mobile Ltd.,3800,4018,366538.4674291062,63.06290300958066,859.777491368435,271.5866273128577
Sustainable Retail Fund,2013-03-04,Petróleo Brasileiro SA,4951,4361,368012.17474686005,585.0344475604606,884.7720828639597,943.9166884360487
Impact Credit Strategies Fund,2013-03-03,Petróleo Brasileiro SA,9967,4175,283012.50861006434,812.4826419494755,115.46620907343495,938.1423383668816
Target Maturity 2029 Bond Fund,2013-03-02,"Verizon Communications, Inc.",7768,4644,980823.8238950815,45.77319441720659,829.2128690675684,841.0162097960574
Target Maturity 2029 Bond Fund,2013-03-01,Shell Plc,2452,4231,872074.2139588929,570.9679534576221,281.5009184068393,107.09104903125828
Fixed Maturity 2025 Bond Fund,2013-02-28,"Samsung Electronics Co., Ltd.",2681,-277,323506.274907644,378.0435100106009,730.033827374366,11.975275726419705
Fixed Maturity 2027 Bond Fund,2013-02-27,Intel Corp.,3303,-787,312176.75420333724,893.5603505320423,331.91251195762976,795.9442533715765
European High Yield Bond Fund,2013-02-26,Gazprom PJSC,8157,1413,112498.64731320424,153.93305959207737,65.76637392427136,844.8660670153532
Community Savings Bond Fund,2013-02-25,Mercedes-Benz Group AG,2851,-1534,878260.5519043979,567.7976849594503,217.77200275259648,962.5598762992979
Community Savings Bond Fund,2013-02-24,Saudi Arabian Oil Co.,2897,-1974,378048.39031834004,971.2114999248446,414.58505806881317,226.19878533825135
Fixed Maturity 2025 Bond Fund,2013-02-23,Petróleo Brasileiro SA,6825,1998,576889.2382236766,351.58263680041205,743.8163338604321,735.8150032450064
European High Yield Bond Fund,2013-02-22,Gazprom PJSC,9806,-2253,901373.9515921219,744.3591421805705,109.69659103923402,523.8737732568824
Fixed Maturity 2025 Bond Fund,2013-02-21,Sony Group Corp.,1244,2271,414019.64198946365,883.6266434896845,814.8047836511582,335.197383144114
Community Savings Bond Fund,2013-02-20,"Samsung Electronics Co., Ltd.",9948,1171,808799.3629886134,194.34845684701145,996.9815810427865,610.2280999584343
European High Yield Bond Fund,2013-02-19,Deutsche Telekom AG,4807,-1145,435982.76998626953,992.6019084593839,790.3750667473341,552.7173996520859
Global Cross Asset Fund,2013-02-18,Petróleo Brasileiro SA,3779,3753,703931.5296275752,811.2927983886399,478.9991548285926,299.371455285223
Fixed Maturity 2027 Bond Fund,2013-02-17,"PetroChina Co., Ltd.",2846,-2797,436872.56312025926,146.1886155314142,572.4786087374869,275.77783751048366
Target Maturity 2029 Bond Fund,2013-02-16,Tencent Holdings Ltd.,8021,-1581,398831.54320914566,317.7758535096892,16.098903219647816,491.7144219057986
Sustainable Retail Fund,2013-02-15,Bayerische Motoren Werke AG,1473,-3856,990802.1471662889,628.7203379737703,217.18109947684346,479.29614340121856
International Fixed Duration Fund,2013-02-14,"AbbVie, Inc.",5131,-2301,616226.3435835392,886.0685849783486,899.998250145445,309.0321761363164
Fixed Maturity 2027 Bond Fund,2013-02-13,Deutsche Telekom AG,2792,4743,373717.2698067494,202.88716736635465,31.512108707834006,271.09384645996505
Global Cross Asset Fund,2013-02-12,"UnitedHealth Group, Inc.",2734,-4440,265241.2823159497,733.8935267200401,905.7470033680121,954.7643350495601
Equity Diversified Selection Fund,2013-02-11,Comcast Corp.,8215,-3813,49368.70652732021,277.9415330858406,122.12008204688573,863.7467996979266
Community Savings Bond Fund,2013-02-10,Sony Group Corp.,8229,-1867,709500.6768462397,807.362286121388,141.74338865924594,818.6113143702884
Global Cross Asset Fund,2013-02-09,Saudi Arabian Oil Co.,6188,-1589,378435.85391330934,686.607607002283,183.5964117483532,222.14093099023654
Equity Diversified Selection Fund,2013-02-08,Industrial & Commercial Bank of China Ltd.,6281,-3311,823041.6221409772,527.6799443219212,801.3914717056443,197.39812463594313
Fixed Maturity 2025 Bond Fund,2013-02-07,Tencent Holdings Ltd.,6858,-593,370229.77601609554,653.3673027849101,483.4047095889556,811.2357281151174
European High Yield Bond Fund,2013-02-06,"UnitedHealth Group, Inc.",1944,-2577,379595.90050078,877.680793078479,153.74466392774195,192.8276042153254
Target Maturity 2029 Bond Fund,2013-02-05,"PetroChina Co., Ltd.",2511,-3631,781389.1963426885,392.56160124801886,689.9338014686717,508.5005763974858
Impact Credit Strategies Fund,2013-02-04,Mercedes-Benz Group AG,5081,1007,494571.99018512724,771.5576783544684,941.2814826625196,229.20756890255072
Fixed Maturity 2025 Bond Fund,2013-02-03,Petróleo Brasileiro SA,7118,1728,886045.8228953789,167.3163805267415,576.7269595049971,384.2890858334506
Fixed Maturity 2027 Bond Fund,2013-02-02,TotalEnergies SE,1858,3772,594234.3991375065,704.1737097874826,107.7130056633331,854.9196851354476
Fixed Maturity 2025 Bond Fund,2013-02-01,Deutsche Telekom AG,4560,-4024,248238.36537923274,753.1507888469935,64.2031001157644,892.5041598201003
Fixed Maturity 2027 Bond Fund,2013-01-31,Tencent Holdings Ltd.,9421,-728,572589.1357570331,448.5677197869107,797.9136362770032,996.7124583729756
Impact Credit Strategies Fund,2013-01-30,Comcast Corp.,9369,1497,13961.659175355,795.6858842465815,629.8228158506906,944.4652372149309
Global Short Term Credit Fund,2013-01-29,"Verizon Communications, Inc.",3615,-4882,319273.400971532,561.5323322190983,923.4307657333553,674.5382171418778
Equity Diversified Selection Fund,2013-01-28,Intel Corp.,2613,-3458,215872.81709283253,936.9116536927711,551.7776495375081,437.4087342556649
Target Maturity 2029 Bond Fund,2013-01-27,Saudi Arabian Oil Co.,3840,-138,657645.9770469053,121.34177160175088,71.77144921062285,67.11545153902252
Sustainable Retail Fund,2013-01-26,"UnitedHealth Group, Inc.",2774,-1957,144678.19766480697,139.51321200252997,409.64998149866375,612.0844523684447
Sustainable Retail Fund,2013-01-25,Reliance Industries Ltd.,4871,-4028,297196.47229385836,844.0031676241099,661.4107817055037,218.5738553840052
Equity Diversified Selection Fund,2013-01-24,"UnitedHealth Group, Inc.",9273,-4085,337995.4687801614,843.9376618206886,391.0364974278904,851.6349209913101
International Fixed Duration Fund,2013-01-23,Industrial & Commercial Bank of China Ltd.,1845,1621,13260.296575245986,476.5125036961761,999.5954827728307,553.4098905562231
Global Cross Asset Fund,2013-01-22,Tencent Holdings Ltd.,4260,4629,56298.90257030531,964.3225877735084,411.3248275370076,736.1666660671757
Global Short Term Credit Fund,2013-01-21,"Taiwan Semiconductor Manufacturing Co., Ltd.",4145,-4414,318014.8666977475,682.5954254404361,550.7737651830746,676.7600843401558
Equity Diversified Selection Fund,2013-01-20,Reliance Industries Ltd.,8802,3542,230132.8886599931,983.0247142944413,233.13811229744266,353.85787991301964
Sustainable Retail Fund,2013-01-19,Gazprom PJSC,3263,625,125737.67122900399,537.071441249305,160.6168222591698,761.4951897104979
Fixed Maturity 2025 Bond Fund,2013-01-18,Comcast Corp.,9636,2354,162620.03979041838,209.5972108055354,648.8524831776184,844.9414914303296
Global Cross Asset Fund,2013-01-17,Sony Group Corp.,9155,-409,837181.5917662854,449.94919575883927,592.7266194465253,746.6891320049579
Global Short Term Credit Fund,2013-01-16,"AbbVie, Inc.",1922,-2438,686486.3797575756,980.6819735275443,14.295468832221415,779.0387125210541
European High Yield Bond Fund,2013-01-15,"PetroChina Co., Ltd.",7695,1839,489276.3556916333,376.7098134991134,291.93371944976474,366.4153842700643
European High Yield Bond Fund,2013-01-14,"UnitedHealth Group, Inc.",5288,3464,909786.0284745633,957.4462688034849,647.1437772827852,944.2510534207547
Global Cross Asset Fund,2013-01-13,Industrial & Commercial Bank of China Ltd.,6758,-2073,39257.263032202376,799.0511341975733,814.1268522751252,430.3263971725153
Equity Diversified Selection Fund,2013-01-12,"AT&T, Inc.",9131,1195,351485.58658438135,447.68526451506744,319.2449665094459,898.0797163609998
Fixed Maturity 2027 Bond Fund,2013-01-11,"UnitedHealth Group, Inc.",3630,1276,825149.8803290182,546.4523216380078,650.9620055959653,859.2312959099355
Fixed Maturity 2027 Bond Fund,2013-01-10,Petróleo Brasileiro SA,8816,4956,632006.1046394681,611.3646865094726,272.60535084933775,133.08766562464413
Fixed Maturity 2025 Bond Fund,2013-01-09,"AbbVie, Inc.",8556,-710,981870.5601470671,669.1084238830026,693.4760956829439,966.6078539957014
Global Short Term Credit Fund,2013-01-08,Sony Group Corp.,6930,882,945069.7740553272,85.9322244489685,700.9685186758379,996.3782685295364
Global Short Term Credit Fund,2013-01-07,Gazprom PJSC,8000,1446,178243.06616423387,934.2521718920511,138.92123086439418,610.0850515617107
Global Cross Asset Fund,2013-01-06,Shell Plc,4512,167,972267.1272237148,601.0297159696588,668.4388861372348,785.2789503513486
Community Savings Bond Fund,2013-01-05,"UnitedHealth Group, Inc.",7066,4962,946079.4381143318,931.8377274077815,340.231509863566,934.3501671762982
European High Yield Bond Fund,2013-01-04,"Verizon Communications, Inc.",4722,-3478,379874.8356229456,635.579486575481,180.86898227670113,29.824146564933706
Global Short Term Credit Fund,2013-01-03,Reliance Industries Ltd.,6648,4023,983051.4887720632,436.70533411965357,505.35762044603644,930.6901240550017
Global Cross Asset Fund,2013-01-02,Gazprom PJSC,3060,-4439,45485.71080131512,571.2587314209688,457.773717069634,631.0924763815168
Impact Credit Strategies Fund,2013-01-01,"UnitedHealth Group, Inc.",4034,-1460,664143.0493641652,831.2082412998822,776.136062951377,830.1718363655904
International Fixed Duration Fund,2012-12-31,Bayerische Motoren Werke AG,3387,-3521,273486.32622176467,332.864573137157,93.67035406960635,545.3150502896746
Impact Credit Strategies Fund,2012-12-30,Deutsche Telekom AG,8008,1677,138168.46562936643,956.8954565051596,791.8557361434631,535.2405789995812
Target Maturity 2029 Bond Fund,2012-12-29,Tencent Holdings Ltd.,9031,-3795,581759.5756944082,471.295645827679,115.02153848820271,898.543023687164
Equity Diversified Selection Fund,2012-12-28,"AbbVie, Inc.",2799,1660,313286.80510334246,956.6746320764125,215.3844377982713,512.3972864199277
Fixed Maturity 2025 Bond Fund,2012-12-27,Shell Plc,5407,3848,670157.0903730395,881.9490485958304,520.7232971463743,477.0714873095878
Global Short Term Credit Fund,2012-12-26,Petróleo Brasileiro SA,3780,-4411,544581.241593276,769.9853368516541,468.54285402220023,612.1069203441075
Target Maturity 2029 Bond Fund,2012-12-25,Petróleo Brasileiro SA,2127,-674,398663.50689957285,472.76342144283404,988.9703849867077,523.3842813507346
Sustainable Retail Fund,2012-12-24,Shell Plc,9530,-96,190003.93970174895,591.0756928711769,593.5789761298149,451.82408657706776
Target Maturity 2029 Bond Fund,2012-12-23,Mercedes-Benz Group AG,8365,4563,605237.695497455,839.6491182367224,334.1612392944448,188.71858994551738
Global Cross Asset Fund,2012-12-22,Bayerische Motoren Werke AG,8611,1421,830938.3231807962,548.6152438460535,901.1473798585457,403.42648226180336
Global Short Term Credit Fund,2012-12-21,Tencent Holdings Ltd.,8535,-1241,604004.4238241884,740.8076807731061,319.0928072146786,289.22524382600045
International Fixed Duration Fund,2012-12-20,Sony Group Corp.,3808,3939,614417.3302159489,792.7524604966957,281.0378788364072,406.46007925001857
Equity Diversified Selection Fund,2012-12-19,Pfizer Inc.,5297,3655,516718.9905062906,517.9642932119979,499.4280772468708,597.2267123598544
Global Cross Asset Fund,2012-12-18,Petróleo Brasileiro SA,5559,3945,394357.71615500876,540.8850431701321,914.0430366283483,612.7632197264364
Global Cross Asset Fund,2012-12-17,Shell Plc,1448,936,462883.46121721074,205.85637004966358,711.4291127062502,246.2748635097816
Fixed Maturity 2025 Bond Fund,2012-12-16,China Mobile Ltd.,6008,3774,989646.3395488813,252.29178593001336,680.7083833126571,93.63386014980594
Fixed Maturity 2025 Bond Fund,2012-12-15,"Verizon Communications, Inc.",5893,-2795,752171.8170842372,905.8937513622698,728.8164923883753,746.9933121438218
European High Yield Bond Fund,2012-12-14,Mercedes-Benz Group AG,1793,-886,436253.8693401945,841.9263165366849,663.0442046681293,533.2849858189641
European High Yield Bond Fund,2012-12-13,"PetroChina Co., Ltd.",1436,-973,462723.4359549752,20.021332954712875,762.1983960712664,447.68033614062637
Fixed Maturity 2027 Bond Fund,2012-12-12,Deutsche Telekom AG,7012,-184,504635.68767224485,870.6937101281817,200.83440151184215,138.2995141164971
Community Savings Bond Fund,2012-12-11,Deutsche Telekom AG,6869,2188,662721.0524350248,34.98253673093407,185.4857038939855,420.5171134374134
Global Short Term Credit Fund,2012-12-10,Intel Corp.,2620,-2192,471298.6518733596,463.697598912905,368.54171035348975,819.9936624543438
Global Short Term Credit Fund,2012-12-09,"Samsung Electronics Co., Ltd.",5308,-1397,689317.327254851,76.75839884979365,852.4501810078742,585.6212731699088
Target Maturity 2029 Bond Fund,2012-12-08,"AbbVie, Inc.",1948,-1087,335895.9285813694,969.1349070725972,717.3096733417426,100.06575760855527
Global Short Term Credit Fund,2012-12-07,China Mobile Ltd.,4944,-3581,416533.2357009127,972.596063246174,570.8086094143415,338.9523817960859
Global Short Term Credit Fund,2012-12-06,Comcast Corp.,1191,-2833,865412.5934568087,614.762232546951,29.252963103338637,980.0040056544506
Community Savings Bond Fund,2012-12-05,Shell Plc,2403,-2856,335616.59815452725,398.2828617152983,243.4442610965079,549.0623966880522
Sustainable Retail Fund,2012-12-04,Industrial & Commercial Bank of China Ltd.,2990,-2833,964792.3658432517,516.8728226926336,805.4788031244,293.53211879994336
European High Yield Bond Fund,2012-12-03,Industrial & Commercial Bank of China Ltd.,2104,4752,180779.897515044,764.6763272770966,250.06182615337647,914.3102987399013
European High Yield Bond Fund,2012-12-02,"UnitedHealth Group, Inc.",1548,4368,249263.01755010095,230.96103012298187,732.9872952190378,342.6406276633546
International Fixed Duration Fund,2012-12-01,Petróleo Brasileiro SA,6761,4460,469042.9532473588,447.3052663047601,192.78792228058515,732.6082611541569
Global Short Term Credit Fund,2012-11-30,TotalEnergies SE,9762,891,799434.6387948159,739.896003350554,610.303882617365,155.7483006609384
Community Savings Bond Fund,2012-11-29,Industrial & Commercial Bank of China Ltd.,8903,1536,734259.7228520503,401.438553058756,631.9292530334967,164.92818295795067
Equity Diversified Selection Fund,2012-11-28,"Taiwan Semiconductor Manufacturing Co., Ltd.",2784,-3834,182721.35743824585,41.67655687176947,754.4465634296168,565.7008801255669
European High Yield Bond Fund,2012-11-27,Bayerische Motoren Werke AG,1804,-1425,244318.17570815855,512.3204748645685,443.9589768866835,247.4250853892838
Community Savings Bond Fund,2012-11-26,Sony Group Corp.,9990,-2159,579510.3591603291,740.0370509141512,636.3479520946178,58.838765663064166
Impact Credit Strategies Fund,2012-11-25,TotalEnergies SE,9802,-3130,302213.09784571594,977.0482450927145,492.1000908330821,927.2007855759107
Sustainable Retail Fund,2012-11-24,"Taiwan Semiconductor Manufacturing Co., Ltd.",8517,-2114,428102.07123480743,46.67569166537721,947.8646649443298,65.42965312843745
Global Short Term Credit Fund,2012-11-23,"Taiwan Semiconductor Manufacturing Co., Ltd.",7831,-4841,491728.2337321586,544.5213961294673,526.6619197483224,720.2635078287086
International Fixed Duration Fund,2012-11-22,"Samsung Electronics Co., Ltd.",7917,2243,598303.5452969006,455.4392755175679,217.50190429690596,339.6559644704851
Target Maturity 2029 Bond Fund,2012-11-21,Deutsche Telekom AG,5238,-1237,258540.81119487272,250.02430139803053,671.2136236472501,934.1699154592065
European High Yield Bond Fund,2012-11-20,Saudi Arabian Oil Co.,4260,-3945,171508.74211940993,641.3850928467652,552.9826549263294,986.1918652816927
Impact Credit Strategies Fund,2012-11-19,Industrial & Commercial Bank of China Ltd.,5367,-4667,404577.75391608616,171.9862679272243,805.7912022479452,342.0763448177555
Equity Diversified Selection Fund,2012-11-18,Saudi Arabian Oil Co.,6651,-1404,91205.96260704407,291.02611964170427,185.14248161731115,595.1957514074273
Community Savings Bond Fund,2012-11-17,Sony Group Corp.,4371,2607,531497.5193800032,783.9398162733731,268.33020664716577,775.2549070252422
Fixed Maturity 2025 Bond Fund,2012-11-16,Tencent Holdings Ltd.,3093,4083,841209.1076426245,465.8076226252994,922.4128163237449,132.17525648345247
Global Cross Asset Fund,2012-11-15,Saudi Arabian Oil Co.,5001,-3638,127785.90283839141,993.7339404506859,930.7258521138331,712.3676808341868
Global Short Term Credit Fund,2012-11-14,"PetroChina Co., Ltd.",7556,-4075,121603.2268082337,392.59613670730613,447.8341988101421,907.1355095715041
